======================= Schemathesis test session starts =======================
Schema location: file:///home/runner/work/AquaMind/AquaMind/api/openapi.yaml
Base URL: http://127.0.0.1:8000
Specification version: Open API 3.0.3
__________________ PUT /api/v1/health/mortality-records/{id}/ __________________
1. Test Case ID: R4LOtz

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No MortalityRecord matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"batch": 0, "container": 0, "count": 1, "reason": 0}' http://127.0.0.1:8000/api/v1/health/mortality-records/0/

__________________ GET /api/v1/health/mortality-records/{id}/ __________________
1. Test Case ID: GQnqJY

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No MortalityRecord matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/mortality-records/0/

_________________ PATCH /api/v1/health/mortality-records/{id}/ _________________
1. Test Case ID: YV1PrR

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No MortalityRecord matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/mortality-records/0/

________________ DELETE /api/v1/health/mortality-records/{id}/ _________________
1. Test Case ID: rnFis2

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No MortalityRecord matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/mortality-records/0/

_______________________ GET /api/v1/health/lice-counts/ ________________________
1. Test Case ID: VNX6ZL

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/health/lice-counts/?page=2'

_____________________ PUT /api/v1/health/lice-counts/{id}/ _____________________
1. Test Case ID: L3cAFi

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No LiceCount matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"adult_female_count": 0, "adult_male_count": 0, "batch": 0, "container": 0, "fish_sampled": 1, "juvenile_count": 0}' http://127.0.0.1:8000/api/v1/health/lice-counts/0/

_____________________ GET /api/v1/health/lice-counts/{id}/ _____________________
1. Test Case ID: UFAM9h

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No LiceCount matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/lice-counts/0/

____________________ PATCH /api/v1/health/lice-counts/{id}/ ____________________
1. Test Case ID: 6tZV1P

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No LiceCount matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/lice-counts/0/

___________________ DELETE /api/v1/health/lice-counts/{id}/ ____________________
1. Test Case ID: 87Cuf7

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No LiceCount matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/lice-counts/0/

__________________ PUT /api/v1/health/vaccination-types/{id}/ __________________
1. Test Case ID: 76XvDv

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No VaccinationType matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"description": "", "manufacturer": "", "name": ""}' http://127.0.0.1:8000/api/v1/health/vaccination-types/0/

__________________ GET /api/v1/health/vaccination-types/{id}/ __________________
1. Test Case ID: AvcHkf

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No VaccinationType matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/vaccination-types/0/

_________________ PATCH /api/v1/health/vaccination-types/{id}/ _________________
1. Test Case ID: rHcgDJ

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No VaccinationType matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/vaccination-types/0/

________________ DELETE /api/v1/health/vaccination-types/{id}/ _________________
1. Test Case ID: dybL5d

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No VaccinationType matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/vaccination-types/0/

_____________________ PUT /api/v1/health/treatments/{id}/ ______________________
1. Test Case ID: eK0qLo

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Treatment matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"batch": 0, "container": 0, "description": "", "treatment_type": "other"}' http://127.0.0.1:8000/api/v1/health/treatments/0/

_____________________ GET /api/v1/health/treatments/{id}/ ______________________
1. Test Case ID: eCz76v

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Treatment matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/treatments/0/

____________________ PATCH /api/v1/health/treatments/{id}/ _____________________
1. Test Case ID: 96ZF9u

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Treatment matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/treatments/0/

____________________ DELETE /api/v1/health/treatments/{id}/ ____________________
1. Test Case ID: VjhiBq

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Treatment matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/treatments/0/

_______________________ GET /api/v1/health/sample-types/ _______________________
1. Test Case ID: 5emnLy

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/health/sample-types/?page=2'

____________________ PUT /api/v1/health/sample-types/{id}/ _____________________
1. Test Case ID: 9llYzY

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No SampleType matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"description": "", "name": ""}' http://127.0.0.1:8000/api/v1/health/sample-types/0/

____________________ GET /api/v1/health/sample-types/{id}/ _____________________
1. Test Case ID: Svg2h7

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No SampleType matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/sample-types/0/

___________________ PATCH /api/v1/health/sample-types/{id}/ ____________________
1. Test Case ID: LdLphB

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No SampleType matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/sample-types/0/

___________________ DELETE /api/v1/health/sample-types/{id}/ ___________________
1. Test Case ID: La17YV

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No SampleType matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/sample-types/0/

____________________ GET /api/v1/health/health-parameters/ _____________________
1. Test Case ID: vLD8VJ

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/health/health-parameters/?page=2'

__________________ PUT /api/v1/health/health-parameters/{id}/ __________________
1. Test Case ID: Sc2Svx

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthParameter matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"description_score_1": "", "description_score_2": "", "description_score_3": "", "description_score_4": "", "description_score_5": "", "name": ""}' http://127.0.0.1:8000/api/v1/health/health-parameters/0/

__________________ GET /api/v1/health/health-parameters/{id}/ __________________
1. Test Case ID: YuFrnM

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No HealthParameter matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-parameters/0/

_________________ PATCH /api/v1/health/health-parameters/{id}/ _________________
1. Test Case ID: JFdlJj

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthParameter matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-parameters/0/

________________ DELETE /api/v1/health/health-parameters/{id}/ _________________
1. Test Case ID: GdLGVY

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No HealthParameter matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-parameters/0/

_______________ PUT /api/v1/health/health-sampling-events/{id}/ ________________
1. Test Case ID: 4ZjiiL

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthSamplingEvent matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"assignment": 0, "number_of_fish_sampled": 0}' http://127.0.0.1:8000/api/v1/health/health-sampling-events/0/

_______________ GET /api/v1/health/health-sampling-events/{id}/ ________________
1. Test Case ID: e33yyM

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No HealthSamplingEvent matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-sampling-events/0/

______________ PATCH /api/v1/health/health-sampling-events/{id}/ _______________
1. Test Case ID: 4ah3c6

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthSamplingEvent matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{}' http://127.0.0.1:8000/api/v1/health/health-sampling-events/0/

______________ DELETE /api/v1/health/health-sampling-events/{id}/ ______________
1. Test Case ID: sLdkpM

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No HealthSamplingEvent matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-sampling-events/0/

____ POST /api/v1/health/health-sampling-events/{id}/calculate-aggregates/ _____
1. Test Case ID: O3fMhJ

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthSamplingEvent matches the given query."}`

Reproduce with: 

    curl -X POST -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"assignment": 0, "number_of_fish_sampled": 0}' http://127.0.0.1:8000/api/v1/health/health-sampling-events/0/calculate-aggregates/

____________ PUT /api/v1/health/individual-fish-observations/{id}/ _____________
1. Test Case ID: K6OG6x

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No IndividualFishObservation matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"fish_identifier": "", "length_cm": "", "sampling_event": 0, "weight_g": ""}' http://127.0.0.1:8000/api/v1/health/individual-fish-observations/0/

____________ GET /api/v1/health/individual-fish-observations/{id}/ _____________
1. Test Case ID: t5cC9v

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No IndividualFishObservation matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/individual-fish-observations/0/

___________ PATCH /api/v1/health/individual-fish-observations/{id}/ ____________
1. Test Case ID: dYY6T8

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No IndividualFishObservation matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/individual-fish-observations/0/

___________ DELETE /api/v1/health/individual-fish-observations/{id}/ ___________
1. Test Case ID: vmL1yF

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No IndividualFishObservation matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/individual-fish-observations/0/

________________ PUT /api/v1/health/fish-parameter-scores/{id}/ ________________
1. Test Case ID: kTf74E

- Undocumented HTTP status code
